Tempo,Cl,Na,NaCl
0.0,14.0,16.0,0.0
0.016666666666666666,14.0,16.0,0.0
0.03333333333333333,14.0,16.0,0.0
0.05,14.0,16.0,0.0
0.06666666666666667,14.0,16.0,0.0
0.08333333333333333,14.0,16.0,0.0
0.09999999999999999,14.0,16.0,0.0
0.11666666666666665,14.0,16.0,0.0
0.13333333333333333,14.0,16.0,0.0
0.15,14.0,16.0,0.0
0.16666666666666666,14.0,16.0,0.0
0.18333333333333332,14.0,16.0,0.0
0.19999999999999998,14.0,16.0,0.0
0.21666666666666665,14.0,16.0,0.0
0.2333333333333333,14.0,16.0,0.0
0.24999999999999997,14.0,16.0,0.0
0.26666666666666666,14.0,16.0,0.0
0.2833333333333333,14.0,16.0,0.0
0.3,14.0,16.0,0.0
0.31666666666666665,14.0,16.0,0.0
0.3333333333333333,14.0,16.0,0.0
0.35,14.0,16.0,0.0
0.36666666666666664,14.0,16.0,0.0
0.3833333333333333,14.0,16.0,0.0
0.39999999999999997,14.0,16.0,0.0
0.41666666666666663,14.0,16.0,0.0
0.4333333333333333,14.0,16.0,0.0
0.44999999999999996,14.0,16.0,0.0
0.4666666666666666,14.0,16.0,0.0
0.4833333333333333,14.0,16.0,0.0
0.49999999999999994,14.0,16.0,0.0
0.5166666666666666,14.0,16.0,0.0
0.5333333333333333,14.0,16.0,0.0
0.55,14.0,16.0,0.0
0.5666666666666668,14.0,16.0,0.0
0.5833333333333335,14.0,16.0,0.0
0.6000000000000002,14.0,16.0,0.0
0.6166666666666669,14.0,16.0,0.0
0.6333333333333336,14.0,16.0,0.0
0.6500000000000004,14.0,16.0,0.0
0.6666666666666671,14.0,16.0,0.0
0.6833333333333338,14.0,16.0,0.0
0.7000000000000005,14.0,16.0,0.0
0.7166666666666672,14.0,16.0,0.0
0.733333333333334,14.0,16.0,0.0
0.7500000000000007,14.0,16.0,0.0
0.7666666666666674,14.0,16.0,0.0
0.7833333333333341,14.0,16.0,0.0
0.8000000000000008,14.0,16.0,0.0
0.8166666666666675,14.0,16.0,0.0
0.8333333333333343,14.0,16.0,0.0
0.850000000000001,14.0,16.0,0.0
0.8666666666666677,13.0,15.0,1.0
0.8833333333333344,13.0,15.0,1.0
0.9000000000000011,13.0,15.0,1.0
0.9166666666666679,13.0,15.0,1.0
0.9333333333333346,13.0,15.0,1.0
0.9500000000000013,13.0,15.0,1.0
0.966666666666668,13.0,15.0,1.0
0.9833333333333347,13.0,15.0,1.0
1.0000000000000013,13.0,15.0,1.0
1.016666666666668,13.0,15.0,1.0
1.0333333333333345,13.0,15.0,1.0
1.0500000000000012,13.0,15.0,1.0
1.0666666666666678,13.0,15.0,1.0
1.0833333333333344,13.0,15.0,1.0
1.100000000000001,13.0,15.0,1.0
1.1166666666666676,13.0,15.0,1.0
1.1333333333333342,13.0,15.0,1.0
1.1500000000000008,13.0,15.0,1.0
1.1666666666666674,13.0,15.0,1.0
1.183333333333334,13.0,15.0,1.0
1.2000000000000006,13.0,15.0,1.0
1.2166666666666672,13.0,15.0,1.0
1.2333333333333338,13.0,15.0,1.0
1.2500000000000004,13.0,15.0,1.0
1.266666666666667,13.0,15.0,1.0
1.2833333333333337,13.0,15.0,1.0
1.3000000000000003,13.0,15.0,1.0
1.3166666666666669,13.0,15.0,1.0
1.3333333333333335,13.0,15.0,1.0
1.35,13.0,15.0,1.0
1.3666666666666667,13.0,15.0,1.0
1.3833333333333333,13.0,15.0,1.0
1.4,13.0,15.0,1.0
1.4166666666666665,13.0,15.0,1.0
1.4333333333333331,13.0,15.0,1.0
1.4499999999999997,13.0,15.0,1.0
1.4666666666666663,13.0,15.0,1.0
1.483333333333333,13.0,15.0,1.0
1.4999999999999996,13.0,15.0,1.0
1.5166666666666662,13.0,15.0,1.0
1.5333333333333328,13.0,15.0,1.0
1.5499999999999994,13.0,15.0,1.0
1.566666666666666,13.0,15.0,1.0
1.5833333333333326,13.0,15.0,1.0
1.5999999999999992,13.0,15.0,1.0
1.6166666666666658,13.0,15.0,1.0
1.6333333333333324,13.0,15.0,1.0
1.649999999999999,13.0,15.0,1.0
1.6666666666666656,13.0,15.0,1.0
1.6833333333333322,13.0,15.0,1.0
1.6999999999999988,13.0,15.0,1.0
1.7166666666666655,13.0,15.0,1.0
1.733333333333332,13.0,15.0,1.0
1.7499999999999987,13.0,15.0,1.0
1.7666666666666653,13.0,15.0,1.0
1.7833333333333319,13.0,15.0,1.0
1.7999999999999985,13.0,15.0,1.0
1.816666666666665,13.0,15.0,1.0
1.8333333333333317,13.0,15.0,1.0
1.8499999999999983,13.0,15.0,1.0
1.866666666666665,13.0,15.0,1.0
1.8833333333333315,13.0,15.0,1.0
1.8999999999999981,13.0,15.0,1.0
1.9166666666666647,13.0,15.0,1.0
1.9333333333333313,13.0,15.0,1.0
1.949999999999998,13.0,15.0,1.0
1.9666666666666646,13.0,15.0,1.0
1.9833333333333312,13.0,15.0,1.0
1.9999999999999978,13.0,15.0,1.0
2.0166666666666644,13.0,15.0,1.0
2.033333333333331,13.0,15.0,1.0
2.0499999999999976,13.0,15.0,1.0
2.066666666666664,13.0,15.0,1.0
2.083333333333331,13.0,15.0,1.0
2.0999999999999974,13.0,15.0,1.0
2.116666666666664,13.0,15.0,1.0
2.1333333333333306,13.0,15.0,1.0
2.1499999999999972,13.0,15.0,1.0
2.166666666666664,13.0,15.0,1.0
2.1833333333333305,13.0,15.0,1.0
2.199999999999997,13.0,15.0,1.0
2.2166666666666637,13.0,15.0,1.0
2.2333333333333303,13.0,15.0,1.0
2.249999999999997,13.0,15.0,1.0
2.2666666666666635,13.0,15.0,1.0
2.28333333333333,13.0,15.0,1.0
2.2999999999999967,13.0,15.0,1.0
2.3166666666666633,13.0,15.0,1.0
2.33333333333333,13.0,15.0,1.0
2.3499999999999965,13.0,15.0,1.0
2.366666666666663,13.0,15.0,1.0
