Tempo,Cl,Na,NaCl
0.0,1.760212553968781e-22,1.5609432082364663e-22,0.0
0.016666666666666666,1.760212553968781e-22,1.5609432082364663e-22,0.0
0.03333333333333333,1.760212553968781e-22,1.5609432082364663e-22,0.0
0.05,1.760212553968781e-22,1.5609432082364663e-22,0.0
0.06666666666666667,1.7436067751577548e-22,1.54433742942544e-22,1.6605778811026236e-24
0.08333333333333333,1.7270009963467287e-22,1.5277316506144137e-22,3.321155762205247e-24
0.09999999999999999,1.7270009963467287e-22,1.5277316506144137e-22,3.321155762205247e-24
0.11666666666666665,1.7103952175357024e-22,1.5111258718033876e-22,4.981733643307871e-24
0.13333333333333333,1.7103952175357024e-22,1.5111258718033876e-22,4.981733643307871e-24
0.15,1.693789438724676e-22,1.4945200929923613e-22,6.642311524410495e-24
0.16666666666666666,1.693789438724676e-22,1.4945200929923613e-22,6.642311524410495e-24
0.18333333333333332,1.6771836599136498e-22,1.477914314181335e-22,8.302889405513118e-24
0.19999999999999998,1.6771836599136498e-22,1.477914314181335e-22,8.302889405513118e-24
0.21666666666666665,1.6771836599136498e-22,1.477914314181335e-22,8.302889405513118e-24
0.2333333333333333,1.6605778811026237e-22,1.461308535370309e-22,9.963467286615742e-24
0.24999999999999997,1.6439721022915974e-22,1.4447027565592826e-22,1.1624045167718365e-23
0.26666666666666666,1.627366323480571e-22,1.4280969777482563e-22,1.328462304882099e-23
0.2833333333333333,1.627366323480571e-22,1.4280969777482563e-22,1.328462304882099e-23
0.3,1.627366323480571e-22,1.4280969777482563e-22,1.328462304882099e-23
0.31666666666666665,1.610760544669545e-22,1.41149119893723e-22,1.4945200929923614e-23
0.3333333333333333,1.5941547658585187e-22,1.394885420126204e-22,1.6605778811026236e-23
0.35,1.5775489870474924e-22,1.3782796413151776e-22,1.826635669212886e-23
0.36666666666666664,1.5609432082364663e-22,1.3616738625041513e-22,1.9926934573231484e-23
0.3833333333333333,1.54433742942544e-22,1.3450680836931252e-22,2.158751245433411e-23
0.39999999999999997,1.54433742942544e-22,1.3450680836931252e-22,2.158751245433411e-23
0.41666666666666663,1.5111258718033876e-22,1.3118565260710726e-22,2.4908668216539356e-23
0.4333333333333333,1.4945200929923613e-22,1.2952507472600465e-22,2.656924609764198e-23
0.44999999999999996,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.4666666666666666,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.4833333333333333,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.49999999999999994,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.5166666666666666,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.5333333333333333,1.461308535370309e-22,1.262039189637994e-22,2.989040185984723e-23
0.55,1.4280969777482563e-22,1.2288276320159415e-22,3.321155762205247e-23
0.5666666666666668,1.4280969777482563e-22,1.2288276320159415e-22,3.321155762205247e-23
0.5833333333333335,1.41149119893723e-22,1.2122218532049152e-22,3.48721355031551e-23
0.6000000000000002,1.41149119893723e-22,1.2122218532049152e-22,3.48721355031551e-23
0.6166666666666669,1.41149119893723e-22,1.2122218532049152e-22,3.48721355031551e-23
0.6333333333333336,1.394885420126204e-22,1.1956160743938891e-22,3.653271338425772e-23
0.6500000000000004,1.394885420126204e-22,1.1956160743938891e-22,3.653271338425772e-23
0.6666666666666671,1.394885420126204e-22,1.1956160743938891e-22,3.653271338425772e-23
0.6833333333333338,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.7000000000000005,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.7166666666666672,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.733333333333334,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.7500000000000007,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.7666666666666674,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.7833333333333341,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.8000000000000008,1.3782796413151776e-22,1.1790102955828628e-22,3.819329126536034e-23
0.8166666666666675,1.3616738625041513e-22,1.1624045167718365e-22,3.985386914646297e-23
0.8333333333333343,1.3616738625041513e-22,1.1624045167718365e-22,3.985386914646297e-23
0.850000000000001,1.3450680836931252e-22,1.1457987379608102e-22,4.151444702756559e-23
0.8666666666666677,1.3450680836931252e-22,1.1457987379608102e-22,4.151444702756559e-23
0.8833333333333344,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.9000000000000011,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.9166666666666679,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.9333333333333346,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.9500000000000013,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.966666666666668,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
0.9833333333333347,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
1.0000000000000013,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
1.016666666666668,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
1.0333333333333345,1.3118565260710726e-22,1.1125871803387578e-22,4.4835602789770837e-23
1.0500000000000012,1.2952507472600465e-22,1.0959814015277315e-22,4.649618067087346e-23
1.0666666666666678,1.2952507472600465e-22,1.0959814015277315e-22,4.649618067087346e-23
1.0833333333333344,1.2952507472600465e-22,1.0959814015277315e-22,4.649618067087346e-23
1.100000000000001,1.2952507472600465e-22,1.0959814015277315e-22,4.649618067087346e-23
1.1166666666666676,1.2952507472600465e-22,1.0959814015277315e-22,4.649618067087346e-23
1.1333333333333342,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.1500000000000008,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.1666666666666674,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.183333333333334,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.2000000000000006,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.2166666666666672,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.2333333333333338,1.2786449684490202e-22,1.0793756227167054e-22,4.8156758551976087e-23
1.2500000000000004,1.262039189637994e-22,1.0627698439056791e-22,4.981733643307871e-23
1.266666666666667,1.262039189637994e-22,1.0627698439056791e-22,4.981733643307871e-23
1.2833333333333337,1.262039189637994e-22,1.0627698439056791e-22,4.981733643307871e-23
1.3000000000000003,1.262039189637994e-22,1.0627698439056791e-22,4.981733643307871e-23
1.3166666666666669,1.2454334108269678e-22,1.0461640650946529e-22,5.147791431418133e-23
1.3333333333333335,1.2288276320159415e-22,1.0295582862836266e-22,5.313849219528396e-23
1.35,1.2122218532049152e-22,1.0129525074726004e-22,5.479907007638658e-23
1.3666666666666667,1.1956160743938891e-22,9.963467286615742e-23,5.645964795748921e-23
1.3833333333333333,1.1956160743938891e-22,9.963467286615742e-23,5.645964795748921e-23
1.4,1.1956160743938891e-22,9.963467286615742e-23,5.645964795748921e-23
1.4166666666666665,1.1956160743938891e-22,9.963467286615742e-23,5.645964795748921e-23
1.4333333333333331,1.1790102955828628e-22,9.797409498505479e-23,5.812022583859183e-23
1.4499999999999997,1.1624045167718365e-22,9.631351710395217e-23,5.978080371969446e-23
1.4666666666666663,1.1624045167718365e-22,9.631351710395217e-23,5.978080371969446e-23
1.483333333333333,1.1624045167718365e-22,9.631351710395217e-23,5.978080371969446e-23
1.4999999999999996,1.1457987379608102e-22,9.465293922284954e-23,6.144138160079708e-23
1.5166666666666662,1.1291929591497841e-22,9.299236134174692e-23,6.31019594818997e-23
1.5333333333333328,1.1291929591497841e-22,9.299236134174692e-23,6.31019594818997e-23
1.5499999999999994,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.566666666666666,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.5833333333333326,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.5999999999999992,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.6166666666666658,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.6333333333333324,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.649999999999999,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.6666666666666656,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
1.6833333333333322,1.1125871803387578e-22,9.13317834606443e-23,6.476253736300233e-23
