Tempo,Na,Cl,NaCl
0.0,50.0,50.0,0.0
0.016666666666666666,50.0,50.0,0.0
0.03333333333333333,50.0,50.0,0.0
0.05,50.0,50.0,0.0
0.06666666666666667,49.0,49.0,1.0
0.08333333333333333,49.0,49.0,1.0
0.09999999999999999,49.0,49.0,1.0
0.11666666666666665,49.0,49.0,1.0
0.13333333333333333,49.0,49.0,1.0
0.15,49.0,49.0,1.0
0.16666666666666666,49.0,49.0,1.0
0.18333333333333332,49.0,49.0,1.0
0.19999999999999998,49.0,49.0,1.0
0.21666666666666665,49.0,49.0,1.0
0.2333333333333333,49.0,49.0,1.0
0.24999999999999997,49.0,49.0,1.0
0.26666666666666666,49.0,49.0,1.0
0.2833333333333333,49.0,49.0,1.0
0.3,49.0,49.0,1.0
0.31666666666666665,49.0,49.0,1.0
0.3333333333333333,49.0,49.0,1.0
0.35,48.0,48.0,2.0
0.36666666666666664,48.0,48.0,2.0
0.3833333333333333,48.0,48.0,2.0
0.39999999999999997,48.0,48.0,2.0
0.41666666666666663,48.0,48.0,2.0
0.4333333333333333,48.0,48.0,2.0
0.44999999999999996,48.0,48.0,2.0
0.4666666666666666,48.0,48.0,2.0
0.4833333333333333,48.0,48.0,2.0
0.49999999999999994,48.0,48.0,2.0
0.5166666666666666,48.0,48.0,2.0
0.5333333333333333,48.0,48.0,2.0
0.55,48.0,48.0,2.0
0.5666666666666668,48.0,48.0,2.0
0.5833333333333335,48.0,48.0,2.0
0.6000000000000002,48.0,48.0,2.0
0.6166666666666669,48.0,48.0,2.0
0.6333333333333336,48.0,48.0,2.0
0.6500000000000004,48.0,48.0,2.0
0.6666666666666671,48.0,48.0,2.0
0.6833333333333338,48.0,48.0,2.0
0.7000000000000005,48.0,48.0,2.0
0.7166666666666672,48.0,48.0,2.0
0.733333333333334,48.0,48.0,2.0
0.7500000000000007,48.0,48.0,2.0
0.7666666666666674,48.0,48.0,2.0
0.7833333333333341,47.0,47.0,3.0
0.8000000000000008,47.0,47.0,3.0
0.8166666666666675,47.0,47.0,3.0
0.8333333333333343,47.0,47.0,3.0
0.850000000000001,46.0,46.0,4.0
0.8666666666666677,45.0,45.0,5.0
0.8833333333333344,45.0,45.0,5.0
0.9000000000000011,45.0,45.0,5.0
0.9166666666666679,44.0,44.0,6.0
0.9333333333333346,44.0,44.0,6.0
0.9500000000000013,44.0,44.0,6.0
0.966666666666668,44.0,44.0,6.0
0.9833333333333347,44.0,44.0,6.0
1.0000000000000013,44.0,44.0,6.0
1.016666666666668,44.0,44.0,6.0
1.0333333333333345,44.0,44.0,6.0
1.0500000000000012,44.0,44.0,6.0
1.0666666666666678,44.0,44.0,6.0
1.0833333333333344,44.0,44.0,6.0
1.100000000000001,44.0,44.0,6.0
1.1166666666666676,44.0,44.0,6.0
1.1333333333333342,44.0,44.0,6.0
1.1500000000000008,44.0,44.0,6.0
1.1666666666666674,44.0,44.0,6.0
1.183333333333334,44.0,44.0,6.0
1.2000000000000006,44.0,44.0,6.0
1.2166666666666672,44.0,44.0,6.0
1.2333333333333338,43.0,43.0,7.0
1.2500000000000004,43.0,43.0,7.0
1.266666666666667,43.0,43.0,7.0
1.2833333333333337,43.0,43.0,7.0
1.3000000000000003,43.0,43.0,7.0
1.3166666666666669,43.0,43.0,7.0
1.3333333333333335,43.0,43.0,7.0
1.35,43.0,43.0,7.0
1.3666666666666667,43.0,43.0,7.0
1.3833333333333333,43.0,43.0,7.0
1.4,43.0,43.0,7.0
1.4166666666666665,43.0,43.0,7.0
1.4333333333333331,43.0,43.0,7.0
1.4499999999999997,43.0,43.0,7.0
1.4666666666666663,43.0,43.0,7.0
1.483333333333333,43.0,43.0,7.0
1.4999999999999996,43.0,43.0,7.0
1.5166666666666662,43.0,43.0,7.0
1.5333333333333328,43.0,43.0,7.0
1.5499999999999994,43.0,43.0,7.0
1.566666666666666,43.0,43.0,7.0
1.5833333333333326,43.0,43.0,7.0
1.5999999999999992,43.0,43.0,7.0
1.6166666666666658,43.0,43.0,7.0
1.6333333333333324,43.0,43.0,7.0
1.649999999999999,43.0,43.0,7.0
1.6666666666666656,43.0,43.0,7.0
1.6833333333333322,43.0,43.0,7.0
1.6999999999999988,43.0,43.0,7.0
1.7166666666666655,43.0,43.0,7.0
1.733333333333332,43.0,43.0,7.0
1.7499999999999987,43.0,43.0,7.0
1.7666666666666653,43.0,43.0,7.0
1.7833333333333319,43.0,43.0,7.0
1.7999999999999985,42.0,42.0,8.0
1.816666666666665,42.0,42.0,8.0
1.8333333333333317,42.0,42.0,8.0
1.8499999999999983,42.0,42.0,8.0
1.866666666666665,42.0,42.0,8.0
1.8833333333333315,42.0,42.0,8.0
1.8999999999999981,42.0,42.0,8.0
1.9166666666666647,42.0,42.0,8.0
1.9333333333333313,41.0,41.0,9.0
1.949999999999998,41.0,41.0,9.0
1.9666666666666646,41.0,41.0,9.0
1.9833333333333312,40.0,40.0,10.0
1.9999999999999978,40.0,40.0,10.0
2.0166666666666644,40.0,40.0,10.0
2.033333333333331,40.0,40.0,10.0
2.0499999999999976,40.0,40.0,10.0
