massa,vel_x,vel_y
5.813457264e-26,-332.6575013720435,-245.77425315850397
5.813457264e-26,-449.8009664539676,462.2071796467938
5.813457264e-26,6.82137830118711,105.13159973303937
5.813457264e-26,410.48022087440944,-372.7748077100144
5.813457264e-26,97.54693133030005,548.4717971049779
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,0.0
3.819884112e-26,0.0,-0.0
9.633341376e-26,399.99539955147185,-30.993431259338877
9.633341376e-26,-42.34434960682671,-61.18859514366427
9.633341376e-26,-281.0123054663741,-288.88459353900424
9.633341376e-26,21.31327128492744,-10.729812612793808
9.633341376e-26,-35.048306845069646,124.67988556662783
9.633341376e-26,-303.81219341576747,-436.363125364537
9.633341376e-26,237.95012092211505,-456.98335572661324
9.633341376e-26,-548.5975403331221,-241.4740952901678
9.633341376e-26,535.3267639920919,-49.01659001668202
9.633341376e-26,115.28777616452552,-31.97743502996741
9.633341376e-26,-494.03860906749105,-239.6768355180764
9.633341376e-26,58.455061998414465,-173.3095153842861
9.633341376e-26,168.13653428225723,44.54247623463368
9.633341376e-26,-371.3994448724082,157.16654356353197
9.633341376e-26,-200.35466266921418,63.709496818422394
9.633341376e-26,-240.2100046849456,296.2953870270528
9.633341376e-26,-269.17587384829613,-302.2784651651285
9.633341376e-26,-152.21488363852603,16.33459075374725
9.633341376e-26,128.49763668240286,573.7921826040164
9.633341376e-26,-380.0138800058702,556.9451806534646
9.633341376e-26,-636.0216120180639,-77.56780340194643
9.633341376e-26,-257.8284558495145,88.02714719074731
9.633341376e-26,597.174805301125,161.5436753476102
9.633341376e-26,-518.3978397455959,-302.0791169283199
9.633341376e-26,86.66620660945065,17.46938857522298
9.633341376e-26,25.359307585292868,106.5329418923702
9.633341376e-26,23.57112254210159,-476.89333098503823
9.633341376e-26,-108.66405095950975,418.2979856036096
9.633341376e-26,46.15979795270323,274.97926384279447
9.633341376e-26,-138.6765178176372,-373.94014936817393
9.633341376e-26,247.04774361362726,-129.8416807571459
9.633341376e-26,-299.0374111167176,266.545169044878
9.633341376e-26,-363.0020273996362,330.297111570275
9.633341376e-26,190.907837425516,264.1049891473608
9.633341376e-26,-89.41791086374728,-148.26178657912817
9.633341376e-26,-20.66594828155786,-9.656621561424572
9.633341376e-26,-109.59287471155375,-109.04692856350843
9.633341376e-26,-138.03423114812227,-137.8985720363497
9.633341376e-26,200.1850293055063,224.3234415864698
9.633341376e-26,-21.44400715092786,189.4830748976549
9.633341376e-26,9.244766876348933,139.58642715826784
9.633341376e-26,-235.46905378727973,-348.1596178090531
9.633341376e-26,-204.8610735550766,143.63252022640165
9.633341376e-26,-80.23294221480032,253.06149153258872
9.633341376e-26,50.50671400191055,353.5577086874374
9.633341376e-26,-636.9183573433392,140.80851500465897
9.633341376e-26,482.3604390268413,51.970121953050125
9.633341376e-26,54.81174729667333,-48.767303593985844
9.633341376e-26,-5.966019556039441,155.31928074417283
9.633341376e-26,-206.68942114233272,153.9085162608328
9.633341376e-26,-218.3821257491403,39.4840529779766
9.633341376e-26,344.08293680609245,266.17700249649124
9.633341376e-26,-88.66625063109127,563.8321233726319
9.633341376e-26,-42.663899038437364,-336.2501400196794
9.633341376e-26,69.09030794795646,-96.19193699190407
9.633341376e-26,78.7397502270872,-236.71986636492176
9.633341376e-26,-246.95619878096852,-329.0542488844428
9.633341376e-26,-5.480857306894961,-287.6090194285773
9.633341376e-26,322.2971640073079,-1.599638548933683
9.633341376e-26,-385.61381627880985,-6.37590955697911
9.633341376e-26,72.15328968643911,79.04741795971358
9.633341376e-26,-423.4897340332353,289.76559674881423
9.633341376e-26,-455.6527781474383,-388.53280076305475
9.633341376e-26,297.14571307777305,-142.6478732821315
9.633341376e-26,221.76555802044356,76.84397524311294
9.633341376e-26,-129.60097291575892,-168.712732911457
9.633341376e-26,-315.6108458980273,-278.3466214315517
9.633341376e-26,59.70235198783982,248.25945728424364
9.633341376e-26,241.4964403618271,-695.7625911452951
9.633341376e-26,-103.41364912233095,264.9043143648673
9.633341376e-26,-76.44316771145063,283.7486788507118
9.633341376e-26,430.64449361652004,-320.36211948026266
9.633341376e-26,-235.60219847282963,58.76084201845511
9.633341376e-26,101.67771356893813,-308.3561783076417
9.633341376e-26,-538.1390940878766,108.1400694786655
9.633341376e-26,-374.1678502432586,-263.6181928073771
9.633341376e-26,149.77974805778,280.5814258621766
9.633341376e-26,83.1318634860568,-248.76344936837677
9.633341376e-26,-233.2391528737894,196.783368646724
9.633341376e-26,457.09410316916944,100.29987830817134
9.633341376e-26,-386.1273445308368,-362.93934415697913
9.633341376e-26,735.8895042056405,-391.175043739064
9.633341376e-26,227.3771842368126,116.36874212019109
9.633341376e-26,143.05858130899603,218.07645973754092
9.633341376e-26,102.08795555852907,2.215510327435055
9.633341376e-26,-385.091018312271,67.5748979385998
9.633341376e-26,-11.980612443427503,-241.48423193557758
9.633341376e-26,-283.47997663211754,52.70835932287383
9.633341376e-26,230.80913067805153,455.1690171078102
